An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,cod_siiir_pj,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email,numar_elevi,limba_de_predare,nivel_invatamant,numar_subunitati,nr_rural,nr_urban
2024-2025,BH,Oradea,26573,Urban,571101402,Palatul Copiilor Oradea,Oradea,26573,Urban,500593,571101402,Palatul Copiilor Oradea,Palatul Copiilor Oradea,Palatul Copiilor,Pj,4641229,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Muzeului,2,410161.0,259411548.0,259411548.0,Pcoradea@Gmail.Com,,,,,,
2024-2025,BH,Oradea,26573,Urban,561109943,Școala de Pregătire A Agenților de Frontieră „Avram Iancu” Oradea,Oradea,26573,Urban,0503313,561109943,Șc. de Preg. Ag. de Frontieră „Avram Iancu” Oradea,Școala de Pregătire A Agenților de Frontieră „Avram Iancu” Oradea,Unitate de Învățământ,Pj,4208501,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Calea Aradului,2,410223.0,259419520.0,259419520.0,Spapf.Avramiancu@Igpf.Ro,,,,,,
2024-2025,BH,Oradea,26573,Urban,561101424,"Școala Gimnazială „Avram Iancu"" Oradea",Oradea,26573,Urban,365280,561101424,"Școala Gimnazială „Avram Iancu"" Oradea","Școala Gimnazială „Avram Iancu"" Oradea",Unitate de Învățământ,Pj,12556051,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Gh. Pop de Băsești,3-3A,410252.0,359453550.0,359453549.0,S08Aiancuoradea@Yahoo.Com,834.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,13.0
2024-2025,BH,Oradea,26573,Urban,561101546,"Școala Gimnazială „Dacia"" Oradea",Oradea,26573,Urban,365307,561101546,"Școala Gimnazială „Dacia"" Oradea","Școala Gimnazială „Dacia"" Oradea",Unitate de Învățământ,Pj,12567662,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Bdul Dacia Nr. 25, Str. Lămâiței Nr. 4, Str. Nicolae Jiga Nr. 61A",.,410464.0,359432782.0,359432783.0,Scoaladacia@Yahoo.Com,1263.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,13.0
2024-2025,BH,Oradea,26573,Urban,561108666,"Școala Gimnazială „Dimitrie Cantemir"" Oradea",Oradea,26573,Urban,365228,561108666,"Școala Gimnazială „Dimitrie Cantemir"" Oradea","Școala Gimnazială „Dimitrie Cantemir"" Oradea",Unitate de Învățământ,Pj,12555714,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Sextil Pușcariu Nr. 2A (Pri, Gim); Str. Dimitrie Cantemir Nr. 32 (Pri), Str. Clujului Nr. 106",.,410512.0,359410546.0,259225129.0,Cantemirscoala@Yahoo.Com,790.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Primar']",1.0,0.0,20.0
2024-2025,BH,Oradea,26573,Urban,561102072,"Școala Gimnazială „Ioan Slavici"" Oradea",Oradea,26573,Urban,365175,561102072,"Școala Gimnazială „Ioan Slavici"" Oradea","Școala Gimnazială „Ioan Slavici"" Oradea",Unitate de Învățământ,Pj,12555706,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Calea Clujului,"188, 193",410546.0,259414174.0,259414174.0,Ioanslavici188@Yahoo.Com,312.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Primar']",1.0,0.0,18.0
2024-2025,BH,Oradea,26573,Urban,561101496,"Școala Gimnazială „Lucreția Suciu"" Oradea",Oradea,26573,Urban,365230,561101496,"Școala Gimnazială „Lucreția Suciu"" Oradea","Școala Gimnazială „Lucreția Suciu"" Oradea",Unitate de Învățământ,Pj,12545575,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Griviței,2,410520.0,359809002.0,259418208.0,Lucretia_Suciu2004@Yahoo.Com,370.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Primar']",1.0,0.0,30.0
2024-2025,BH,Oradea,26573,Urban,561101166,"Școala Gimnazială „Nicolae Bălcescu"" Oradea",Oradea,26573,Urban,365242,561101166,"Școala Gimnazială „Nicolae Bălcescu"" Oradea","Școala Gimnazială „Nicolae Bălcescu"" Oradea",Unitate de Învățământ,Pj,12555730,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Erou Marius Cosma Nr. 8 (Pri, Gim)",,410074.0,359439581.0,359439581.0,Balcescu_Oradea@Yahoo.Com,820.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,BH,Oradea,26573,Urban,561101858,"Școala Gimnazială „Octavian Goga"" Oradea",Oradea,26573,Urban,1243453,561101858,"Școala Gimnazială „Octavian Goga"" Oradea","Școala Gimnazială „Octavian Goga"" Oradea",Unitate de Învățământ,Pj,12567670,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Lăpușului,13,410271.0,359405596.0,359405597.0,S08_Goga@Yahoo.Com,410.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,10.0
2024-2025,BH,Oradea,26573,Urban,561101989,"Școala Gimnazială „Oltea Doamna"" Oradea",Oradea,26573,Urban,365204,561101989,"Școala Gimnazială „Oltea Doamna"" Oradea","Școala Gimnazială „Oltea Doamna"" Oradea",Unitate de Învățământ,Pj,12567719,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Parcul Traian Nr. 16 (Pri, Gim); Str. General Berthelot Nr. 1 (Pri, Gim); Str. Moscovei Nr. 15",.,410044.0,259412094.0,359454282.0,Olteadoamna4@Gmail.Com,1194.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,9.0
2024-2025,BH,Oradea,26573,Urban,561108657,"Școala Gimnazială „Szacsvay Imre"" Oradea",Oradea,26573,Urban,365254,561108657,"Școala Gimnazială „Szacsvay Imre"" Oradea","Școala Gimnazială „Szacsvay Imre"" Oradea",Unitate de Învățământ,Pj,12560842,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Mihai Eminescu Nr. 28 (Pri/Gim), Str. Tudor Vladimirescu Nr. 42 (Pri)",.,410010.0,359425321.0,259430947.0,Scoala.Szacsvay@Gmail.Com,783.0,['Limba maghiară'],"['Gimnazial', 'Primar']",2.0,0.0,27.0
2024-2025,BH,Oradea,26573,Urban,561209109,Școala Gimnazială Americano-Română Oradea,Oradea,26573,Urban,503014,561209109,Școala Gimnazială Americano-Română Oradea,Școala Gimnazială Americano-Română Oradea,Unitate de Învățământ,Pj,42435906,Un Schimb/Zi,Taxă,Privată,Clujului,6-8,410053.0,745581380.0,259477003.0,Gradinita_Crinul@Yahoo.Com,59.0,['Limba română'],"['Gimnazial', 'Primar']",1.0,0.0,6.0
2024-2025,BH,Oradea,26573,Urban,561101917,Școala Gimnazială Nr.11 Oradea,Oradea,26573,Urban,365278,561101917,Școala Gimnazială Nr.11 Oradea,Școala Gimnazială Nr.11 Oradea,Unitate de Învățământ,Pj,12541735,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Moldovei,55,410433.0,359413169.0,359413170.0,Scoala11.Oradea@Yahoo.Com,1244.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Primar']",2.0,0.0,27.0
2024-2025,BH,Oradea,26573,Urban,561108268,Școala Gimnazială Nr.16 Oradea,Oradea,26573,Urban,365321,561108268,Școala Gimnazială Nr.16 Oradea,Școala Gimnazială Nr.16 Oradea,Unitate de Învățământ,Pj,12541719,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Călugăreni,4,410415.0,259410503.0,259410503.0,Scoala16Oradea@Yahoo.Com,1147.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Primar']",1.0,0.0,18.0
2024-2025,BH,Oradea,26573,Urban,561201838,"Școala Postliceală „Henri Coandă"" Oradea",Oradea,26573,Urban,050502527,561201838,"Școala Postliceală „Henri Coandă"" Oradea","Școala Postliceală „Henri Coandă"" Oradea",Unitate de Învățământ,Pj,21230371,Un Schimb/Zi,Taxă,Privată,Barsei,16A,410423.0,259465113.0,259465113.0,Henri.Coanda.Oradea@Gmail.Com,396.0,['Limba română'],['Postliceal'],1.0,0.0,20.0
2024-2025,BH,Oradea,26573,Urban,561209294,Școala Primară „Joyful Learning” Oradea,Oradea,26573,Urban,0503210,561209294,Școala Primară „Joyful Learning” Oradea,Școala Primară „Joyful Learning” Oradea,Unitate de Învățământ,Pj,40004230,Un Schimb/Zi,Taxă,Privată,"(Nivel Primar) Strada Constantin Tănase Nr. 22A, (Nivel Preșcolar) Sediu Principal Strada Bradului  Nr. 24, Sediu Secundar Str. Cuza Vodă Nr. 69",.,410103.0,744522970.0,744522970.0,Contact@Joyfullearning.Ro,122.0,['Limba română'],"['Preșcolar', 'Primar']",1.0,0.0,6.0
2024-2025,BH,Oradea,26573,Urban,561209891,Școala Primară Iso,Oradea,26573,Urban,0503272,561209891,Școala Primară Iso,Școala Primară Iso,Unitate de Învățământ,Pj,46843584,Un Schimb/Zi,Taxă,Privată,Armatei Române,1F,410087.0,770460852.0,770460852.0,Secretariat@Isor.Ro,40.0,['Limba română'],['Primar'],1.0,0.0,4.0
2024-2025,BH,Oradea,26573,Urban,561209683,"Școala Primară Specială „Casa Minunată"" Oradea",Oradea,26573,Urban,0503222,561209683,Școala Primară Speciala „Casa Minunată” Oradea,"Școala Primară Specială „Casa Minunată"" Oradea",Unitate de Învățământ,Pj,45900665,Un Schimb/Zi,Taxă,Privată,Str. Cosminului,1,410406.0,259242590.0,259242590.0,Aduplessis@Casaminunata.Org,0.0,['Limba română'],['Primar'],1.0,0.0,1.0
2024-2025,BH,Oșorhei,30283,Rural,561101781,"Școala Gimnazială „Aurel Pop"" Oșorhei",Oșorhei,30283,Rural,363218,561101781,"Școala Gimnazială „Aurel Pop"" Oșorhei","Școala Gimnazială „Aurel Pop"" Oșorhei",Unitate de Învățământ,Pj,19133407,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,416,417360.0,259313102.0,259313102.0,Scoalaosorhei@Yahoo.Com,731.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",6.0,35.0,0.0
2024-2025,BH,Paleu,28433,Rural,561101216,Școala Primară Nr.1 Paleu,Paleu,28433,Rural,361703,561101216,Școala Primară Nr.1 Paleu,Școala Primară Nr.1 Paleu,Unitate de Învățământ,Pj,24534820,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,20,417166.0,259451000.0,259451002.0,Pj.Paleu@Gmail.Com,100.0,"['Limba maghiară', 'Limba română']","['Preșcolar', 'Primar']",3.0,14.0,0.0
2024-2025,BH,Boianu Mare,27542,Rural,561100111,"Școala Gimnazială „Înv. Gâlgău Iosif"" Păgaia",Păgaia,27542,Rural,360931,561100111,"Școala Gimnazială „Înv. Gâlgău Iosif"" Păgaia","Școala Gimnazială „Înv. Gâlgău Iosif"" Păgaia",Unitate de Învățământ,Pj,21230410,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,61,417063.0,259428940.0,259428940.0,Pagaiascoala@Yahoo.Com,121.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,20.0,0.0
2024-2025,BH,Abrămuț,27203,Rural,561108295,Școala Gimnazială Nr.1 Petreu,Petreu,27203,Rural,360307,561108295,Școala Gimnazială Nr.1 Petreu,Școala Gimnazială Nr.1 Petreu,Unitate de Învățământ,Pj,22794999,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,326,417018.0,259353803.0,259353803.0,Scoalapetreu@Yahoo.Com,284.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",6.0,40.0,0.0
2024-2025,BH,Pietroasa,30345,Rural,561100848,Școala Gimnazială Nr.1 Pietroasa,Pietroasa,30345,Rural,363256,561100848,Școala Gimnazială Nr.1 Pietroasa,Școala Gimnazială Nr.1 Pietroasa,Unitate de Învățământ,Pj,21469299,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,216,417365.0,259325798.0,259325798.0,S.Pietroasa@Yahoo.Com,252.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",8.0,29.0,0.0
2024-2025,BH,Pocola,30425,Rural,561100907,Școala Primară Nr.1 Pocola,Pocola,30425,Rural,363311,561100907,Școala Primară Nr.1 Pocola,Școala Primară Nr.1 Pocola,Unitate de Învățământ,Pj,22740379,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,44,417375.0,259320797.0,259320797.0,Scoala_Pocola@Yahoo.Com,76.0,['Limba română'],"['Preșcolar', 'Primar']",2.0,11.0,0.0
2024-2025,BH,Pomezeu,30489,Rural,561108381,Școala Gimnazială Nr.1 Pomezeu,Pomezeu,30489,Rural,363347,561108381,Școala Gimnazială Nr.1 Pomezeu,Școala Gimnazială Nr.1 Pomezeu,Unitate de Învățământ,Pj,19070384,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,81,417380.0,259323183.0,259323183.0,Scoalapomezeu@Yahoo.Com,207.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,23.0,0.0
2024-2025,BH,Popești,30577,Rural,561100943,Centrul Școlar de Educație Incluzivă Nr.1 Popești,Popești,30577,Rural,364690,561100943,Centrul Școlar de Educație Incluzivă Nr.1 Popești,Centrul Școlar de Educație Incluzivă Nr.1 Popești,Unitate de Învățământ,Pj,4641270,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principala,40,417390.0,259327791.0,259327790.0,Scajpop@Yahoo.Com,82.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,11.0,17.0
2024-2025,BH,Popești,30577,Rural,561108639,Liceul Tehnologic Nr.1 Popești,Popești,30577,Rural,1180651,561108639,Liceul Tehnologic Nr.1 Popești,Liceul Tehnologic Nr.1 Popești,Unitate de Învățământ,Pj,4687277,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,80,417390.0,259327735.0,259327733.0,Gripopesti@Yahoo.Com,690.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",6.0,45.0,0.0
2024-2025,BH,Răbăgani,30657,Rural,561108571,Școala Gimnazială Nr.1 Răbăgani,Răbăgani,30657,Rural,363505,561108571,Școala Gimnazială Nr.1 Răbăgani,Școala Gimnazială Nr.1 Răbăgani,Unitate de Învățământ,Pj,19125471,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,215,417400.0,259324861.0,259324861.0,Scoalarabagani@Yahoo.Com,188.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,15.0,0.0
2024-2025,BH,Remetea,30728,Rural,561101279,Școala Gimnazială Nr.1 Remetea,Remetea,30728,Rural,363555,561101279,Școala Gimnazială Nr.1 Remetea,Școala Gimnazială Nr.1 Remetea,Unitate de Învățământ,Pj,19343077,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,298,417410.0,259325242.0,259325242.0,Scoalaremetea@Yahoo.Com,267.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",6.0,34.0,0.0
2024-2025,BH,Rieni,30782,Rural,561100753,Școala Gimnazială Nr.1 Rieni,Rieni,30782,Rural,363593,561100753,Școala Gimnazială Nr.1 Rieni,Școala Gimnazială Nr.1 Rieni,Unitate de Învățământ,Pj,20434667,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,152A,417415.0,259329248.0,259329248.0,Scoalarieni@Yahoo.Com,186.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,21.0,0.0
2024-2025,BH,Roșia,30853,Rural,561102045,Școala Gimnazială Nr.1 Roșia,Roșia,30853,Rural,363634,561102045,Școala Gimnazială Nr.1 Roșia,Școala Gimnazială Nr.1 Roșia,Unitate de Învățământ,Pj,20210880,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,395,417425.0,259325308.0,259325308.0,Scoala_Rosia@Yahoo.Com,211.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,21.0,0.0
2024-2025,BH,Roșiori,29136,Rural,561101234,"Școala Gimnazială „Jakó Zsigmond"" Roșiori",Roșiori,29136,Rural,362276,561101234,"Școala Gimnazială „Jakó Zsigmond"" Roșiori","Școala Gimnazială „Jakó Zsigmond"" Roșiori",Unitate de Învățământ,Pj,19213034,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,265,417238.0,259462016.0,259462016.0,Scoalarosiori@Yahoo.Com,185.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,15.0,0.0
2024-2025,BH,Salonta,26984,Urban,561101822,"Colegiul Național „Teodor Neș"" Salonta",Salonta,26984,Urban,364755,561101822,"Colegiul Național „Teodor Neș"" Salonta","Colegiul Național „Teodor Neș"" Salonta",Unitate de Învățământ,Pj,5142049,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Nivel Primar Str. Ion Creanga Nr. 1, Nivel Prim, Gimn, Lic Str. Republicii 90",90,415500.0,259373448.0,259373448.0,Cnteodornes@Yahoo.Com,1104.0,['Limba română'],"['Gimnazial', 'Liceal', 'Primar']",1.0,0.0,23.0
2024-2025,BH,Salonta,26984,Urban,561101017,Grădinița cu Program Prelungit „Toldi” Salonta,Salonta,26984,Urban,360058,561101017,"Gpp „Toldi"" Salonta",Grădinița cu Program Prelungit „Toldi” Salonta,Unitate de Învățământ,Pj,24494530,Program Prelungit,Buget,Publică de Interes Național Și Local,Republicii,2,415500.0,259370990.0,259370990.0,Gpptoldi@Yahoo.Com,452.0,"['Limba maghiară', 'Limba română']",['Preșcolar'],7.0,0.0,48.0
2024-2025,BH,Salonta,26984,Urban,561100803,Liceul Tehnologic Nr.1 Salonta,Salonta,26984,Urban,381849,561100803,Liceul Tehnologic Nr.1 Salonta,Liceul Tehnologic Nr.1 Salonta,Unitate de Învățământ,Pj,4660700,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Șarcadului,1,415500.0,259373228.0,259370567.0,Salontagsa@Gmail.Com,554.0,['Limba română'],"['Liceal', 'Profesional']",1.0,0.0,32.0
2024-2025,BH,Salonta,26984,Urban,561100866,"Liceul Teoretic „Arany János"" Salonta",Salonta,26984,Urban,52096845,561100866,"Liceul Teoretic „Arany János"" Salonta","Liceul Teoretic „Arany János"" Salonta",Unitate de Învățământ,Pj,28948493,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"Nivel Primar Str. Aurel Lazar Nr. 1, Nivel Gimn Str. 7 Iunie 1944 Nr. 2, Nivel Lic Str. Bocskai Istvan Nr. 21, Nivel Prof. Str. Jean Calvin Nr. 2",2,415500.0,359405133.0,359405134.0,Ltaranyjanos@Gmail.Com,786.0,['Limba maghiară'],"['Gimnazial', 'Liceal', 'Primar', 'Profesional']",1.0,0.0,27.0
2024-2025,BH,Săcădat,30880,Rural,561101157,Școala Gimnazială Nr.1 Săcădat,Săcădat,30880,Rural,363787,561101157,Școala Gimnazială Nr.1 Săcădat,Școala Gimnazială Nr.1 Săcădat,Unitate de Învățământ,Pj,12583595,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,40,417430.0,259458240.0,259458240.0,Scoalasacadat@Yahoo.Com,164.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,15.0,0.0
2024-2025,BH,Săcueni,30924,Urban,561101528,"Liceul Teoretic „Petőfi Sándor"" Săcueni",Săcueni,30924,Urban,1161954,561101528,"Liceul Teoretic „Petőfi Sándor"" Săcueni","Liceul Teoretic „Petőfi Sándor"" Săcueni",Unitate de Învățământ,Pj,4660760,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,"(Nivel Gimn, Lic) Str. Dunării Nr. 57, (Nivel Pri) Str. Libertatii Nr. 33, Str. Petofi S. Nr. 17, Str. Irinyi J. Nr. 27",.,417435.0,259352539.0,259352539.0,Liceulsacueni@Gmail.Com,1320.0,"['Limba maghiară', 'Limba română']","['Antepreşcolar', 'Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",7.0,15.0,61.0
2024-2025,BH,Sălacea,30997,Rural,561108413,"Școala Gimnazială „Balaskó Nándor"" Sălacea",Sălacea,30997,Rural,363763,561108413,"Școala Gimnazială „Balaskó Nándor"" Sălacea","Școala Gimnazială „Balaskó Nándor"" Sălacea",Unitate de Învățământ,Pj,21568764,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,31,417445.0,259463046.0,259463046.0,Scoala.Salacea@Yahoo.Com,334.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,19.0,0.0
2024-2025,BH,Sălard,31020,Rural,561101383,"Școala Gimnazială „Szalárdi János"" Sălard",Sălard,31020,Rural,363684,561101383,"Școala Gimnazială „Szalárdi János"" Sălard","Școala Gimnazială „Szalárdi János"" Sălard",Unitate de Învățământ,Pj,19159717,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,430,417450.0,259440985.0,259440985.0,Scoala_Salard@Yahoo.Com,524.0,"['Limba maghiară', 'Limba română']","['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",9.0,47.0,0.0
2024-2025,BH,Criștioru de Jos,28932,Rural,561101677,Școala Gimnazială Nr.1 Săliște de Vașcău,Săliște de Vașcău,28932,Rural,362070,561101677,Școala Gimnazială Nr.1 Săliște de Vașcău,Școala Gimnazială Nr.1 Săliște de Vașcău,Unitate de Învățământ,Pj,19301705,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,58,417219.0,259351529.0,259351529.0,Scoala_Saliste@Yahoo.Com,76.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,15.0,0.0
2024-2025,BH,Sâmbăta,31066,Rural,561101908,Școala Gimnazială Nr.1 Sâmbăta,Sâmbăta,31066,Rural,363816,561101908,Școala Gimnazială Nr.1 Sâmbăta,Școala Gimnazială Nr.1 Sâmbăta,Unitate de Învățământ,Pj,19221843,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,105,417455.0,259325020.0,259325020.0,Scoalasambata@Yahoo.Com,114.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,15.0,0.0
2024-2025,BH,Sâniob,28647,Rural,561108612,"Școala Gimnazială „Szent István"" Sâniob",Sâniob,28647,Rural,361868,561108612,"Școala Gimnazială „Szent István"" Sâniob","Școala Gimnazială „Szent István"" Sâniob",Unitate de Învățământ,Pj,22594397,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,580,417192.0,259328304.0,259328304.0,Scoalasaniob@Yahoo.Com,243.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",4.0,26.0,0.0
2024-2025,BH,Sânmartin,26591,Rural,561101302,"Liceul Tehnologic „Felix"" Sânmartin",Sânmartin,26591,Rural,365101,561101302,"Liceul Tehnologic „Felix"" Sânmartin","Liceul Tehnologic „Felix"" Sânmartin",Unitate de Învățământ,Pj,21539483,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Ștefan cel Mare,1,417495.0,259318309.0,259318309.0,Contact@Liceulfelix.Ro,1598.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",12.0,67.0,0.0
2024-2025,BH,Săcueni,30979,Rural,561100215,"Școala Gimnazială „Toldy"" Sânnicolau de Munte",Sânnicolau de Munte,30979,Rural,363751,561100215,"Școala Gimnazială „Toldy"" Sânnicolau de Munte","Școala Gimnazială „Toldy"" Sânnicolau de Munte",Unitate de Învățământ,Pj,21426298,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,26,417441.0,764935205.0,359815420.0,Scoalatoldy@Gmail.Com,330.0,['Limba maghiară'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,24.0,0.0
